Provider,total_claims,avg_reimbursement,max_reimbursement,total_reimbursement,avg_deductible,avg_length_of_stay,avg_patient_chronics,avg_months_partA,avg_months_partB,percent_renal_disease,gender_ratio,ChronicCond_Alzheimer_ratio,ChronicCond_Heartfailure_ratio,ChronicCond_KidneyDisease_ratio,ChronicCond_Cancer_ratio,ChronicCond_ObstrPulmonary_ratio,ChronicCond_Depression_ratio,ChronicCond_Diabetes_ratio,ChronicCond_IschemicHeart_ratio,ChronicCond_Osteoporasis_ratio,ChronicCond_rheumatoidarthritis_ratio,ChronicCond_stroke_ratio,PotentialFraud
PRV54429,65,787.2307692307693,14000,51170,36.96875,3.6666666666666665,4.7846153846153845,12.0,12.0,0.15384615384615385,0.4,0.47692307692307695,0.6153846153846154,0.4153846153846154,0.2923076923076923,0.2,0.5384615384615384,0.6307692307692307,0.6923076923076923,0.6153846153846154,0.2153846153846154,0.09230769230769231,No
PRV54430,64,201.5625,1400,12900,6.875,,3.5625,12.0,12.0,0.078125,0.40625,0.3125,0.5,0.328125,0.078125,0.125,0.4375,0.4375,0.90625,0.359375,0.078125,0.0,No
PRV54431,9,175.55555555555554,600,1580,0.0,,4.888888888888889,12.0,10.666666666666666,0.0,0.0,0.1111111111111111,0.7777777777777778,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.1111111111111111,No
PRV54432,5,222.0,700,1110,0.0,,1.6,12.0,12.0,0.0,0.6,0.2,0.2,0.0,0.0,0.0,0.4,0.4,0.2,0.2,0.0,0.0,No
PRV54433,14,288.57142857142856,2700,4040,0.0,,5.214285714285714,12.0,12.0,0.07142857142857142,0.2857142857142857,0.6428571428571429,0.5714285714285714,0.5,0.14285714285714285,0.21428571428571427,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.5,0.07142857142857142,No
PRV54434,42,686.4285714285714,12000,28830,54.904761904761905,18.0,5.166666666666667,12.0,12.0,0.21428571428571427,0.30952380952380953,0.35714285714285715,0.7142857142857143,0.5476190476190477,0.2619047619047619,0.42857142857142855,0.40476190476190477,0.7380952380952381,0.9047619047619048,0.2619047619047619,0.40476190476190477,0.14285714285714285,No
PRV54435,11,389.09090909090907,1600,4280,0.0,,3.5454545454545454,12.0,9.818181818181818,0.0,0.5454545454545454,0.36363636363636365,0.2727272727272727,0.0,0.2727272727272727,0.5454545454545454,0.36363636363636365,0.8181818181818182,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.0,No
PRV54436,2,1100.0,2100,2200,0.0,,3.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,No
PRV54437,14,230.71428571428572,2100,3230,0.0,,4.5,11.142857142857142,12.0,0.14285714285714285,0.21428571428571427,0.5714285714285714,0.5,0.2857142857142857,0.07142857142857142,0.35714285714285715,0.5,0.6428571428571429,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.14285714285714285,No
PRV54438,272,226.5808823529412,3300,61630,2.610294117647059,,4.591911764705882,11.867647058823529,11.341911764705882,0.21323529411764705,0.40441176470588236,0.4338235294117647,0.6544117647058824,0.48161764705882354,0.16176470588235295,0.2867647058823529,0.34191176470588236,0.7022058823529411,0.7757352941176471,0.27941176470588236,0.375,0.09926470588235294,No
PRV54439,3,63.333333333333336,100,190,0.0,,5.0,12.0,12.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,No
PRV54441,4,120.0,300,480,0.0,,4.75,12.0,12.0,0.0,0.25,0.5,0.5,0.25,0.0,0.5,0.75,1.0,0.75,0.25,0.25,0.0,No
PRV54442,68,372.05882352941177,3300,25300,1.0294117647058822,,4.514705882352941,12.0,12.0,0.22058823529411764,0.47058823529411764,0.45588235294117646,0.5147058823529411,0.45588235294117646,0.17647058823529413,0.3235294117647059,0.38235294117647056,0.7941176470588235,0.6617647058823529,0.3088235294117647,0.3235294117647059,0.11764705882352941,No
PRV54443,61,445.9016393442623,3300,27200,5.081967213114754,,5.754098360655738,11.80327868852459,12.0,0.29508196721311475,0.47540983606557374,0.6065573770491803,0.6885245901639344,0.5737704918032787,0.22950819672131148,0.47540983606557374,0.5573770491803278,0.819672131147541,0.8524590163934426,0.3770491803278688,0.3442622950819672,0.22950819672131148,No
PRV54444,27,361.85185185185185,3300,9770,5.185185185185185,,4.481481481481482,12.0,12.0,0.1111111111111111,0.25925925925925924,0.4444444444444444,0.5925925925925926,0.2962962962962963,0.14814814814814814,0.3333333333333333,0.5185185185185185,0.6666666666666666,0.7037037037037037,0.4074074074074074,0.25925925925925924,0.1111111111111111,No
PRV54448,23,292.17391304347825,2800,6720,2.608695652173913,,3.8260869565217392,12.0,11.956521739130435,0.2608695652173913,0.43478260869565216,0.391304347826087,0.6086956521739131,0.34782608695652173,0.08695652173913043,0.2608695652173913,0.30434782608695654,0.7391304347826086,0.6521739130434783,0.17391304347826086,0.17391304347826086,0.08695652173913043,No
PRV54449,1,50.0,50,50,0.0,,1.0,12.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No
PRV54450,10,579.0,2400,5790,0.0,,4.6,12.0,12.0,0.2,0.5,0.3,0.5,0.5,0.2,0.4,0.4,0.6,0.9,0.3,0.4,0.1,No
PRV54451,13,639.2307692307693,2900,8310,5.384615384615385,,4.076923076923077,12.0,12.0,0.23076923076923078,0.46153846153846156,0.23076923076923078,0.5384615384615384,0.3076923076923077,0.0,0.38461538461538464,0.46153846153846156,0.7692307692307693,0.6923076923076923,0.23076923076923078,0.23076923076923078,0.23076923076923078,No
PRV54452,5,104.0,300,520,18.0,,3.2,12.0,12.0,0.0,0.4,0.2,0.4,0.2,0.0,0.0,0.2,0.8,0.4,0.4,0.6,0.0,No
PRV54454,171,263.39181286549706,3300,45040,2.456140350877193,,4.684210526315789,11.929824561403509,12.0,0.21637426900584794,0.38011695906432746,0.45614035087719296,0.6608187134502924,0.4093567251461988,0.13450292397660818,0.3508771929824561,0.4619883040935672,0.6666666666666666,0.7426900584795322,0.36257309941520466,0.29239766081871343,0.14619883040935672,No
PRV54455,6,231.66666666666666,1100,1390,0.0,,4.166666666666667,12.0,12.0,0.0,0.5,0.5,0.3333333333333333,0.5,0.0,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,No
PRV54456,8,171.25,500,1370,0.0,,6.25,12.0,12.0,0.375,0.5,0.375,0.625,0.625,0.25,0.5,0.875,0.875,0.875,0.5,0.75,0.0,No
PRV54457,16,138.75,1000,2220,0.0,,3.6875,12.0,12.0,0.25,0.6875,0.75,0.375,0.0625,0.0,0.0,0.6875,0.6875,0.625,0.0625,0.4375,0.0,No
PRV54459,9,342.22222222222223,2200,3080,0.0,,5.666666666666667,12.0,12.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.7777777777777778,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.4444444444444444,0.0,No
PRV54460,5,9400.0,16000,47000,1068.0,4.4,5.2,12.0,12.0,0.2,0.8,0.4,0.6,0.4,0.4,0.4,0.6,0.6,0.8,0.4,0.4,0.2,No
PRV54461,12,12666.666666666666,32000,152000,1068.0,5.583333333333333,5.0,12.0,12.0,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.5,0.6666666666666666,0.25,0.5,0.16666666666666666,0.8333333333333334,0.9166666666666666,0.16666666666666666,0.5,0.16666666666666666,No
PRV54462,80,204.125,2500,16330,1.5,,4.35,12.0,12.0,0.1875,0.3375,0.425,0.55,0.4,0.1875,0.275,0.4,0.65,0.775,0.2875,0.3125,0.0875,No
PRV54463,3,670.0,1300,2010,0.0,,5.0,12.0,12.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,No
PRV54465,9,401.1111111111111,2200,3610,15.555555555555555,,5.333333333333333,12.0,12.0,0.0,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.1111111111111111,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.1111111111111111,0.0,No
PRV54466,3,40.0,100,120,0.0,,5.0,12.0,12.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,No
PRV54467,7,197.14285714285714,900,1380,0.0,,6.285714285714286,12.0,12.0,0.42857142857142855,0.0,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.7142857142857143,1.0,1.0,0.42857142857142855,0.2857142857142857,0.0,No
PRV54468,21,81.42857142857143,400,1710,0.0,,4.333333333333333,12.0,12.0,0.19047619047619047,0.3333333333333333,0.5238095238095238,0.42857142857142855,0.38095238095238093,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.42857142857142855,0.2857142857142857,0.0,No
PRV54469,11,299.09090909090907,1100,3290,0.0,,3.8181818181818183,12.0,12.0,0.09090909090909091,0.45454545454545453,0.18181818181818182,0.6363636363636364,0.36363636363636365,0.0,0.2727272727272727,0.45454545454545453,0.6363636363636364,0.6363636363636364,0.5454545454545454,0.09090909090909091,0.0,No
PRV54471,46,363.04347826086956,3300,16700,0.21739130434782608,,4.695652173913044,11.304347826086957,12.0,0.2608695652173913,0.15217391304347827,0.5,0.5652173913043478,0.2826086956521739,0.21739130434782608,0.3695652173913043,0.3695652173913043,0.8478260869565217,0.8695652173913043,0.2608695652173913,0.3695652173913043,0.043478260869565216,No
PRV54472,32,509.375,3300,16300,5.0,,4.34375,11.5,12.0,0.3125,0.375,0.375,0.375,0.34375,0.3125,0.40625,0.28125,0.75,0.875,0.375,0.21875,0.03125,No
PRV54473,19,580.0,2300,11020,0.0,,4.7368421052631575,12.0,12.0,0.42105263157894735,0.05263157894736842,0.3157894736842105,0.8421052631578947,0.5263157894736842,0.10526315789473684,0.2631578947368421,0.3157894736842105,0.8421052631578947,1.0,0.05263157894736842,0.3684210526315789,0.10526315789473684,No
PRV54475,151,285.5629139072848,2600,43120,2.3178807947019866,,4.549668874172186,11.76158940397351,11.841059602649006,0.18543046357615894,0.33774834437086093,0.44370860927152317,0.6291390728476821,0.3443708609271523,0.152317880794702,0.17880794701986755,0.3509933774834437,0.7019867549668874,0.9271523178807947,0.3509933774834437,0.36423841059602646,0.10596026490066225,No
PRV54477,100,343.1,4010,34310,5.5,,4.86,11.88,11.86,0.32,0.48,0.48,0.57,0.5,0.09,0.33,0.42,0.76,0.83,0.45,0.31,0.12,No
PRV54478,64,337.34375,2700,21590,0.0,,3.859375,12.0,11.828125,0.109375,0.25,0.4375,0.578125,0.265625,0.125,0.171875,0.4375,0.578125,0.640625,0.375,0.203125,0.046875,No
PRV54479,17,508.2352941176471,3300,8640,0.0,,4.823529411764706,12.0,12.0,0.17647058823529413,0.4117647058823529,0.4117647058823529,0.5882352941176471,0.5294117647058824,0.23529411764705882,0.29411764705882354,0.4117647058823529,0.5294117647058824,0.7647058823529411,0.6470588235294118,0.4117647058823529,0.0,No
PRV54480,6,6666.666666666667,11000,40000,1068.0,3.5,6.666666666666667,12.0,12.0,0.16666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.5,0.8333333333333334,1.0,0.6666666666666666,0.5,0.16666666666666666,No
PRV54481,8,236.25,700,1890,12.5,,4.375,12.0,12.0,0.25,0.25,0.375,0.5,0.375,0.125,0.25,0.25,0.875,0.625,0.25,0.625,0.125,No
PRV54482,6,61.666666666666664,100,370,0.0,,3.3333333333333335,12.0,12.0,0.0,0.5,0.5,0.5,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.5,0.3333333333333333,0.0,0.0,No
PRV54483,13,90.0,200,1170,10.76923076923077,,5.461538461538462,12.0,12.0,0.07692307692307693,0.3076923076923077,0.46153846153846156,0.7692307692307693,0.46153846153846156,0.07692307692307693,0.6923076923076923,0.3076923076923077,0.5384615384615384,1.0,0.3076923076923077,0.6153846153846154,0.23076923076923078,No
PRV54486,28,286.07142857142856,2700,8010,0.0,,5.0,12.0,12.0,0.2857142857142857,0.39285714285714285,0.4642857142857143,0.6785714285714286,0.5357142857142857,0.14285714285714285,0.32142857142857145,0.5,0.8571428571428571,0.8571428571428571,0.39285714285714285,0.21428571428571427,0.03571428571428571,No
PRV54489,14,450.0,3300,6300,0.0,,4.285714285714286,12.0,11.571428571428571,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.6428571428571429,0.5,0.14285714285714285,0.21428571428571427,0.35714285714285715,0.7857142857142857,0.6428571428571429,0.21428571428571427,0.35714285714285715,0.14285714285714285,No
PRV54490,23,93.91304347826087,600,2160,3.9130434782608696,,4.826086956521739,12.0,12.0,0.30434782608695654,0.21739130434782608,0.43478260869565216,0.43478260869565216,0.6521739130434783,0.13043478260869565,0.34782608695652173,0.5217391304347826,0.6521739130434783,0.8695652173913043,0.21739130434782608,0.4782608695652174,0.08695652173913043,No
PRV54491,14,623.5714285714286,3300,8730,6.428571428571429,,5.071428571428571,12.0,12.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.8571428571428571,0.5714285714285714,0.0,0.6428571428571429,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.21428571428571427,0.14285714285714285,0.2857142857142857,No
PRV54496,8,295.0,700,2360,12.5,,6.125,12.0,12.0,0.375,0.375,0.625,0.75,0.5,0.125,0.75,0.5,0.75,0.75,0.75,0.375,0.25,No
PRV54497,5,10200.0,14000,51000,1068.0,4.2,6.4,12.0,12.0,0.2,0.6,0.8,0.8,0.8,0.4,0.6,0.8,0.8,1.0,0.0,0.2,0.2,No
PRV54498,1,12000.0,12000,12000,1068.0,6.0,5.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,No
PRV54499,1,11000.0,11000,11000,1068.0,1.0,2.0,12.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,No
PRV54500,2,12500.0,16000,25000,1068.0,13.5,5.5,12.0,12.0,1.0,0.5,0.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,No
PRV54501,3,13333.333333333334,24000,40000,1068.0,3.0,4.0,12.0,12.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,No
PRV54502,3,18333.333333333332,23000,55000,1068.0,11.333333333333334,5.666666666666667,12.0,12.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,No
PRV54503,1,8000.0,8000,8000,1068.0,8.0,2.0,12.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No
PRV54504,120,3624.3333333333335,57000,434920,392.26666666666665,3.909090909090909,4.833333333333333,11.9,11.7,0.25,0.43333333333333335,0.45,0.6333333333333333,0.5083333333333333,0.15,0.4,0.39166666666666666,0.7333333333333333,0.8583333333333333,0.2916666666666667,0.31666666666666665,0.1,Yes
PRV54505,38,1451.0526315789473,14000,55140,143.1578947368421,6.4,5.394736842105263,12.0,12.0,0.4473684210526316,0.42105263157894735,0.34210526315789475,0.7631578947368421,0.6842105263157895,0.13157894736842105,0.6842105263157895,0.3684210526315789,0.8421052631578947,0.8947368421052632,0.10526315789473684,0.5263157894736842,0.05263157894736842,Yes
PRV54506,134,422.1641791044776,9000,56570,27.119402985074625,2.0,4.619402985074627,12.0,11.91044776119403,0.21641791044776118,0.44029850746268656,0.44029850746268656,0.7388059701492538,0.3880597014925373,0.22388059701492538,0.21641791044776118,0.35074626865671643,0.7089552238805971,0.7388059701492538,0.23880597014925373,0.5074626865671642,0.06716417910447761,No
PRV54507,109,3333.119266055046,32000,363310,370.4299065420561,4.717948717948718,4.651376146788991,11.889908256880734,11.880733944954128,0.1651376146788991,0.48623853211009177,0.43119266055045874,0.6330275229357798,0.44036697247706424,0.12844036697247707,0.3394495412844037,0.48623853211009177,0.6146788990825688,0.7706422018348624,0.3119266055045872,0.3761467889908257,0.11926605504587157,No
PRV54508,90,366.77777777777777,3300,33010,4.0,,4.333333333333333,12.0,11.733333333333333,0.17777777777777778,0.43333333333333335,0.36666666666666664,0.5111111111111111,0.4222222222222222,0.13333333333333333,0.3,0.4222222222222222,0.7333333333333333,0.7444444444444445,0.24444444444444444,0.36666666666666664,0.08888888888888889,No
PRV54509,4,62.5,100,250,0.0,,6.5,12.0,12.0,0.25,0.25,0.25,0.75,0.5,0.0,0.5,1.0,1.0,1.0,0.75,0.5,0.25,No
PRV54510,149,276.8456375838926,3300,41250,3.422818791946309,,3.6711409395973154,12.0,12.0,0.15436241610738255,0.5033557046979866,0.2751677852348993,0.436241610738255,0.30201342281879195,0.15436241610738255,0.09395973154362416,0.46308724832214765,0.6308724832214765,0.6375838926174496,0.3221476510067114,0.3221476510067114,0.03355704697986577,No
PRV54511,32,271.5625,2000,8690,0.0,,3.78125,11.625,11.625,0.1875,0.5,0.40625,0.46875,0.34375,0.125,0.1875,0.25,0.5625,0.71875,0.25,0.25,0.21875,No
PRV54514,387,1664.108527131783,61000,644010,134.27390180878552,5.583333333333333,4.397932816537468,11.844961240310077,11.813953488372093,0.11886304909560723,0.4496124031007752,0.40568475452196384,0.537467700258398,0.4005167958656331,0.15762273901808785,0.2971576227390181,0.4418604651162791,0.7260981912144703,0.7157622739018088,0.2842377260981912,0.330749354005168,0.10077519379844961,Yes
PRV54515,67,339.55223880597015,3300,22750,2.6865671641791047,,4.955223880597015,11.64179104477612,12.0,0.2537313432835821,0.3880597014925373,0.4626865671641791,0.6268656716417911,0.47761194029850745,0.16417910447761194,0.3880597014925373,0.44776119402985076,0.7014925373134329,0.7761194029850746,0.3880597014925373,0.3582089552238806,0.16417910447761194,No
PRV54517,45,125.77777777777777,600,5660,1.7777777777777777,,3.8222222222222224,12.0,10.933333333333334,0.08888888888888889,0.5111111111111111,0.6222222222222222,0.5555555555555556,0.15555555555555556,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.3111111111111111,0.0,No
PRV54519,15,302.6666666666667,2500,4540,10.0,,3.8,12.0,12.0,0.13333333333333333,0.7333333333333333,0.4,0.6666666666666666,0.26666666666666666,0.0,0.13333333333333333,0.6,0.7333333333333333,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.0,No
PRV54520,15,538.6666666666666,2200,8080,8.0,,5.6,12.0,12.0,0.13333333333333333,0.2,0.5333333333333333,0.7333333333333333,0.6,0.13333333333333333,0.4666666666666667,0.6666666666666666,0.7333333333333333,1.0,0.13333333333333333,0.4666666666666667,0.13333333333333333,No
PRV54521,64,497.5,3300,31840,4.375,,3.546875,12.0,12.0,0.078125,0.625,0.25,0.453125,0.171875,0.078125,0.203125,0.390625,0.75,0.65625,0.25,0.28125,0.0625,No
PRV54522,2,1015.0,2000,2030,0.0,,4.0,12.0,8.5,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.0,No
PRV54523,1,90.0,90,90,0.0,,6.0,12.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,No
PRV54524,21,135.23809523809524,600,2840,0.0,,5.238095238095238,12.0,12.0,0.14285714285714285,0.2857142857142857,0.6190476190476191,0.5238095238095238,0.38095238095238093,0.19047619047619047,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.19047619047619047,0.38095238095238093,0.38095238095238093,No
PRV54526,46,222.3913043478261,2100,10230,1.7391304347826086,,4.043478260869565,12.0,11.217391304347826,0.06521739130434782,0.6739130434782609,0.2826086956521739,0.2391304347826087,0.2391304347826087,0.34782608695652173,0.15217391304347827,0.6521739130434783,0.6521739130434783,0.6739130434782609,0.15217391304347827,0.6521739130434783,0.0,No
PRV54528,23,248.2608695652174,2100,5710,0.0,,4.304347826086956,12.0,12.0,0.08695652173913043,0.4782608695652174,0.0,0.8695652173913043,0.30434782608695654,0.0,0.0,0.5217391304347826,0.5652173913043478,0.6956521739130435,0.5217391304347826,0.6521739130434783,0.17391304347826086,No
PRV54529,5,32.0,50,160,14.0,,4.4,12.0,12.0,0.2,0.4,0.4,0.8,0.4,0.2,0.4,0.4,0.8,0.6,0.0,0.4,0.0,No
PRV54530,13,198.46153846153845,1400,2580,3.8461538461538463,,2.5384615384615383,12.0,9.23076923076923,0.0,0.0,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.7692307692307693,0.5384615384615384,0.07692307692307693,0.6153846153846154,0.0,No
PRV54531,30,467.6666666666667,5000,14030,38.93333333333333,3.0,4.833333333333333,12.0,12.0,0.23333333333333334,0.6666666666666666,0.43333333333333335,0.6,0.43333333333333335,0.16666666666666666,0.43333333333333335,0.36666666666666664,0.8333333333333334,0.8,0.4666666666666667,0.26666666666666666,0.03333333333333333,No
PRV54535,34,208.52941176470588,2900,7090,2.9411764705882355,,4.647058823529412,11.647058823529411,11.647058823529411,0.14705882352941177,0.47058823529411764,0.5,0.5588235294117647,0.2647058823529412,0.17647058823529413,0.20588235294117646,0.5,0.7352941176470589,0.7941176470588235,0.23529411764705882,0.4411764705882353,0.23529411764705882,No
PRV54536,13,376.15384615384613,2700,4890,0.0,,3.5384615384615383,12.0,12.0,0.07692307692307693,0.5384615384615384,0.15384615384615385,0.46153846153846156,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.46153846153846156,0.8461538461538461,0.5384615384615384,0.3076923076923077,0.3076923076923077,0.0,No
PRV54537,60,374.5,3300,22470,3.3333333333333335,,4.9,11.8,11.8,0.4,0.31666666666666665,0.38333333333333336,0.5166666666666667,0.35,0.15,0.16666666666666666,0.7166666666666667,0.9166666666666666,0.7666666666666667,0.31666666666666665,0.5333333333333333,0.08333333333333333,No
PRV54538,48,444.375,3300,21330,10.0,,3.6666666666666665,12.0,12.0,0.10416666666666667,0.5,0.4166666666666667,0.4791666666666667,0.2916666666666667,0.10416666666666667,0.16666666666666666,0.375,0.625,0.5,0.2708333333333333,0.3125,0.125,No
PRV54539,69,262.7536231884058,3300,18130,4.492753623188406,,4.565217391304348,12.0,11.826086956521738,0.21739130434782608,0.5072463768115942,0.4492753623188406,0.6086956521739131,0.5072463768115942,0.07246376811594203,0.463768115942029,0.34782608695652173,0.7391304347826086,0.7536231884057971,0.2753623188405797,0.2608695652173913,0.08695652173913043,No
PRV54540,20,484.5,3300,9690,5.0,,3.75,12.0,12.0,0.15,0.3,0.3,0.6,0.3,0.2,0.25,0.3,0.55,0.65,0.4,0.15,0.05,Yes
PRV54541,7,864.2857142857143,3000,6050,305.14285714285717,2.5,2.5714285714285716,12.0,12.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,No
PRV54542,20,1771.0,10000,35420,271.0,6.4,5.4,11.4,12.0,0.25,0.4,0.55,0.6,0.7,0.2,0.25,0.45,0.75,0.9,0.2,0.6,0.2,No
PRV54543,17,2441.176470588235,17000,41500,203.76470588235293,10.333333333333334,5.235294117647059,12.0,12.0,0.29411764705882354,0.47058823529411764,0.23529411764705882,0.7058823529411765,0.6470588235294118,0.058823529411764705,0.4117647058823529,0.47058823529411764,0.9411764705882353,0.9411764705882353,0.29411764705882354,0.4117647058823529,0.11764705882352941,Yes
PRV54544,28,187.5,800,5250,3.5714285714285716,,5.285714285714286,12.0,11.785714285714286,0.32142857142857145,0.6785714285714286,0.7142857142857143,0.75,0.32142857142857145,0.07142857142857142,0.35714285714285715,0.6785714285714286,0.7142857142857143,0.7857142857142857,0.5,0.39285714285714285,0.0,No
PRV54545,2,90.0,90,180,0.0,,2.0,12.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
PRV54546,6,151.66666666666666,600,910,16.666666666666668,,3.0,12.0,10.0,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.16666666666666666,No
PRV54547,3,180.0,400,540,0.0,,2.0,12.0,12.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,No
PRV54548,12,157.5,900,1890,0.0,,3.4166666666666665,12.0,10.0,0.16666666666666666,0.5833333333333334,0.25,0.3333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.5,0.4166666666666667,0.9166666666666666,0.25,0.3333333333333333,0.16666666666666666,No
PRV54549,1,40.0,40,40,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
PRV54550,21,264.2857142857143,2400,5550,0.0,,4.666666666666667,12.0,11.428571428571429,0.23809523809523808,0.5238095238095238,0.09523809523809523,0.6190476190476191,0.5238095238095238,0.09523809523809523,0.5714285714285714,0.3333333333333333,0.7619047619047619,0.8571428571428571,0.23809523809523808,0.47619047619047616,0.09523809523809523,No
PRV54551,7,280.0,1300,1960,0.0,,3.7142857142857144,12.0,12.0,0.0,0.42857142857142855,0.0,0.7142857142857143,0.42857142857142855,0.0,0.42857142857142855,0.14285714285714285,0.7142857142857143,0.8571428571428571,0.42857142857142855,0.0,0.0,No
PRV54552,45,252.66666666666666,2100,11370,4.444444444444445,,4.4222222222222225,12.0,11.733333333333333,0.13333333333333333,0.4888888888888889,0.3111111111111111,0.6444444444444445,0.4222222222222222,0.044444444444444446,0.35555555555555557,0.4222222222222222,0.6666666666666666,0.8222222222222222,0.4,0.26666666666666666,0.06666666666666667,No
PRV54553,18,207.77777777777777,1700,3740,0.0,,3.2222222222222223,12.0,12.0,0.1111111111111111,0.2777777777777778,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444444,0.5,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.05555555555555555,No
PRV54554,26,268.84615384615387,3050,6990,0.0,,6.038461538461538,12.0,12.0,0.34615384615384615,0.6923076923076923,0.5384615384615384,0.8076923076923077,0.7307692307692307,0.34615384615384615,0.4230769230769231,0.6923076923076923,0.7692307692307693,0.8076923076923077,0.19230769230769232,0.7307692307692307,0.0,No
PRV54555,6,8500.0,18000,51000,1068.0,7.0,5.166666666666667,12.0,12.0,0.5,0.3333333333333333,0.8333333333333334,1.0,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,No
